,genes
6435,ANXA3
6436,PPA2
6437,CENPE
6438,GSTCD
6439,INTS12
6440,ENPEP
6441,CASP6
6442,LEF1
6443,HADH
6444,EGF
6445,PAPSS1
6446,SEC24B
6447,PPP3CA
6448,SLC39A8
6449,MTTP
6450,FBN2
6451,MAPK8IP3
6452,RGS3
6453,GUCD1
6454,RNF185
6455,SHISAL1
6456,B4GALNT3
6457,ETV6
6458,GABARAPL1
6459,KIF21A
6460,CPNE8
6461,YARS2
6462,FGD4
6463,ALG10
6464,SINHCAF
6465,AEBP2
6466,ETFBKMT
6467,ETNK1
6468,ZCRB1
6469,TMEM117
6470,PRICKLE1
6471,C1RL
6472,NDUFA9
6473,CLSTN3
6474,KLRG1
6475,VAMP1
6476,PEX5
6477,PIANP
6478,AMIGO2
6479,SCAF11
6480,COL2A1
6481,LLPH
6482,LRIG3
6483,MARCH9
6484,INHBE
6485,GLIPR1
6486,PHLDA1
6487,TMEM19
6488,LGR5
6489,DUSP6
6490,POC1B
6491,TMTC3
6492,SNRPF
6493,AMDHD1
6494,NEDD1
6495,GAS2L3
6496,SLC15A4
6497,TDG
6498,RITA1
6499,SDSL
6500,MMAB
6501,GLTP
6502,GIT2
6503,TCHP
6504,FAM222A
6505,FOXN4
6506,NUP58
6507,MTMR6
6508,SLC46A3
6509,SLC7A1
6510,PDX1
6511,LNX2
6512,SUOX
6513,CCDC65
6514,SLC39A5
6515,TARBP2
6516,ACVRL1
6517,NABP2
6518,N4BP2L1
6519,SMARCC2
6520,BRCA2
6521,KANSL2
6522,CERS5
6523,MAP3K12
6524,GALNT6
6525,CSAD
6526,LMBR1L
6527,C12orf10
6528,ESYT1
6529,TMBIM6
6530,ANKRD52
6531,ZNF740
6532,SMIM2
6533,WDFY2
6534,HNRNPA1L2
6535,LPAR6
6536,ESD
6537,RB1
6538,SBNO1
6539,SETD1B
6540,VPS33A
6541,VPS37B
6542,RHOF
6543,DENR
6544,DIAPH3
6545,SLAIN1
6546,RBM26
6547,MBNL2
6548,ZIC5
6549,ABHD13
6550,RAB20
6551,GRTP1
6552,CUL4A
6553,TTC6
6554,CDH24
6555,REM2
6556,CBLN3
6557,TSSK4
6558,NOVA1
6559,FITM1
6560,TMX1
6561,FRMD6
6562,PELI2
6563,RTN1
6564,C14orf37
6565,SYT16
6566,SLC38A6
6567,NAA30
6568,ADAM21
6569,RDH12
6570,DCAF5
6571,RAB15
6572,WDR89
6573,ESR2
6574,STON2
6575,EFCAB11
6576,PTGR2
6577,JDP2
6578,AK7
6579,SLC24A4
6580,FBLN5
6581,SERPINA10
6582,CLBA1
6583,WARS
6584,WDR20
6585,NIPA2
6586,SLC12A6
6587,MFAP1
6588,TCF12
6589,SORD
6590,SERF2
6591,ZSCAN29
6592,LYSMD2
6593,SLC27A2
6594,FGF7
6595,GCNT3
6596,BNIP2
6597,GTF2A2
6598,SRP14
6599,BAHD1
6600,DISP2
6601,CDAN1
6602,TLE3
6603,ANP32A
6604,COMMD4
6605,UBE2Q2
6606,ETFA
6607,HMG20A
6608,SCAPER
6609,TSPAN3
6610,WDR61
6611,NCOA2
6612,NEIL1
6613,MAN2C1
6614,TLNRD1
6615,TPM1
6616,IGF1R
6617,ARRDC4
6618,PIF1
6619,USP3
6620,CYP11A1
6621,BBS4
6622,PML
6623,CYP1A1
6624,ADAMTS17
6625,LINS1
6626,ULK3
6627,PCSK6
6628,CELF6
6629,SCAMP2
6630,CYP1A2
6631,LMAN1L
6632,HAPLN3
6633,POLG
6634,FANCI
6635,ABHD2
6636,WDR93
6637,TICRR
6638,NTRK3
6639,DET1
6640,MFGE8
6641,ZNF710
6642,UNC45A
6643,ST8SIA2
6644,MCTP2
6645,FURIN
6646,IQGAP1
6647,CRTC3
6648,EFL1
6649,SH3GL3
6650,SEC11A
6651,GLYR1
6652,PMM2
6653,C16orf58
6654,ARMC5
6655,PARN
6656,FTO
6657,UQCRC2
6658,CDR2
6659,ARHGAP17
6660,MYLK3
6661,NKD1
6662,DHX38
6663,TXNL4B
6664,MARVELD3
6665,CHST4
6666,ZFHX3
6667,CLEC18B
6668,CPNE2
6669,NLRC5
6670,KATNB1
6671,KIFC3
6672,NUDT7
6673,GCSH
6674,CMTM3
6675,CDH11
6676,NOL3
6677,MAP1LC3B
6678,MBTPS1
6679,CDH13
6680,ZCCHC14
6681,TLDC1
6682,OSGIN1
6683,IRF8
6684,RHOT2
6685,RPL3L
6686,ZSCAN32
6687,RPS2
6688,NDUFB10
6689,PDPK1
6690,TIGD7
6691,DEF8
6692,TCF25
6693,GALNS
6694,GAS8
6695,MED9
6696,NCOR1
6697,COPS3
6698,GID4
6699,ZNF287
6700,KSR1
6701,UTP4
6702,RANBP10
6703,CTRL
6704,GFOD2
6705,NOB1
6706,PRPSAP2
6707,PCTP
6708,OR4D1
6709,TOM1L1
6710,C17orf80
6711,TOB1
6712,VPS53
6713,SGSM2
6714,NPEPPS
6715,SKAP1
6716,LRRC46
6717,SCRN2
6718,SSH2
6719,RHBDL3
6720,ARSG
6721,ABCA8
6722,G6PC3
6723,CLTC
6724,BCAS3
6725,PTRH2
6726,SS18
6727,TAF4B
6728,AFG3L2
6729,PRELID3A
6730,IMPA2
6731,GNAL
6732,SLC39A6
6733,RPRD1A
6734,C18orf21
6735,GALNT1
6736,ASXL3
6737,ADCYAP1
6738,MEP1B
6739,GAREM1
6740,ESCO1
6741,OSBPL1A
6742,GATA6
6743,GREB1L
6744,RMC1
6745,PELP1
6746,NPC1
6747,ARRB2
6748,ZMYND15
6749,WRAP53
6750,MINK1
6751,SAT2
6752,ASGR1
6753,PIK3R5
6754,TP53
6755,CCDC40
6756,ARHGDIA
6757,TMC6
6758,SLC16A3
6759,CARD14
6760,TTYH2
6761,RAB40B
6762,EIF4A3
6763,CSNK1D
6764,ANAPC11
6765,TBCD
6766,FN3KRP
6767,NARF
6768,RPTOR
6769,FOXK2
6770,TRIM65
6771,CBX8
6772,SECTM1
6773,RNF157
6774,CEP131
6775,WDR45B
6776,CBX4
6777,RNF165
6778,DYM
6779,MAPK4
6780,ELAC1
6781,MBD1
6782,SMAD4
6783,TNFRSF11A
6784,ZCCHC2
6785,PMAIP1
6786,P3H4
6787,NT5C3B
6788,RETREG3
6789,ERBB2
6790,GRB7
6791,MIEN1
6792,PNMT
6793,STAC2
6794,IGFBP4
6795,FKBP10
6796,TXNL4A
6797,MISP3
6798,SAMD1
6799,BRD4
6800,SLC39A3
6801,NFIC
6802,TPGS1
6803,PLPP2
6804,PRDM15
6805,PFKL
6806,FEM1A
6807,VAV1
6808,MVB12A
6809,SH3GL1
6810,DUS3L
6811,DPP9
6812,CCDC97
6813,TMEM91
6814,ZFP14
6815,SIRT3
6816,IFITM3
6817,PGGHG
6818,HUNK
6819,COL6A1
6820,IFNAR1
6821,SOD1
6822,COL6A2
6823,SIK1
6824,SCYL1
6825,TMEM50B
6826,APP
6827,DOPEY2
6828,URB1
6829,AKT1
6830,EMP3
6831,SAE1
6832,NTN5
6833,LMTK3
6834,GEMIN7
6835,WTIP
6836,ADAMTS10
6837,RNPEPL1
6838,CAPN10
6839,MYO1F
6840,ERVK3-1
6841,CACNG8
6842,ZNF787
6843,TIMM29
6844,FBN3
6845,CARM1
6846,EVI5L
6847,SLC47A1
6848,PSMB6
6849,SIGLEC10
6850,ACP4
6851,ZNF473
6852,FAM71E1
6853,RPS11
6854,RPL13A
6855,CTU1
6856,NOSIP
6857,IGLON5
6858,RCN3
6859,ZNF614
6860,SLC2A5
6861,RERE
6862,MMEL1
6863,CFAP74
6864,PRDM16
6865,CELA2A
6866,FHAD1
6867,EPHA2
6868,ARHGEF19
6869,EFHD2
6870,PEX14
6871,PGD
6872,MYOM3
6873,SH3BGRL3
6874,CNKSR1
6875,RPL11
6876,ZNF593
6877,C1orf216
6878,KIAA0319L
6879,EVA1B
6880,DMRTA2
6881,PLK4
6882,MAP3K6
6883,FCN3
6884,GPN2
6885,SYTL1
6886,WDTC1
6887,NBPF3
6888,HSPG2
6889,ITGB3BP
6890,SERBP1
6891,BCL10
6892,CYR61
6893,PRKACB
6894,PIGK
6895,TINAGL1
6896,RPS8
6897,KIF2C
6898,PTPRF
6899,BEST4
6900,MOB3C
6901,LMO4
6902,SYPL2
6903,BARHL2
6904,MTF2
6905,SLC44A3
6906,IGSF3
6907,ZNF697
6908,CTTNBP2NL
6909,STRIP1
6910,PSMA5
6911,C1orf162
6912,PROK1
6913,CELSR2
6914,ITGA10
6915,GPR161
6916,ALDH9A1
6917,ATP1B1
6918,TIPRL
6919,NME7
6920,POGK
6921,MPC2
6922,CREG1
6923,DCAF6
6924,TBX19
6925,UCK2
6926,TMCO1
6927,XCL1
6928,POU2F1
6929,ILDR2
6930,MGST3
6931,ADCY10
6932,COP1
6933,NECTIN4
6934,UFC1
6935,PPOX
6936,FCGR2A
6937,NUF2
6938,RGS5
6939,SDHC
6940,PFDN2
6941,NR1I3
6942,USP21
6943,PRCC
6944,RRNAD1
6945,MRPL24
6946,PIGM
6947,CASQ1
6948,ISG20L2
6949,CRABP2
6950,HDGF
6951,ABL2
6952,XPR1
6953,RGS16
6954,TOR1AIP1
6955,RGL1
6956,LYPLAL1
6957,LHX9
6958,PRUNE1
6959,TUFT1
6960,SF3B4
6961,ECM1
6962,ZNF687
6963,TARS2
6964,CGN
6965,SNX27
6966,SETDB1
6967,ADAMTSL4
6968,MCL1
6969,CTSK
6970,RFX5
6971,PI4KB
6972,PIP5K1A
6973,ANP32E
6974,MINDY1
6975,ANXA9
6976,SELENBP1
6977,CERS2
6978,ENSA
6979,SEMA6C
6980,MRPL9
6981,ARNT
6982,POGZ
6983,C1orf56
6984,OAZ3
6985,GOLPH3L
6986,GABPB2
6987,SYT14
6988,DTL
6989,DYRK3
6990,EIF2D
6991,INTS7
6992,VASH2
6993,TAF1A
6994,SMYD2
6995,SUSD4
6996,DUSP10
6997,HHIPL2
6998,TP53BP2
6999,ATP8B2
7000,ADAM15
7001,JTB
7002,RAB13
7003,TPM3
7004,SNAPIN
7005,SLC27A3
7006,UBAP2L
7007,SLC39A1
7008,HAX1
7009,CREB3L4
7010,EFNA3
7011,KCNN3
7012,C1orf43
7013,GATAD2B
7014,ILF2
7015,RIT1
7016,INTS3
7017,HCN3
7018,ACTA1
7019,C1orf131
7020,GALNT2
7021,TTC13
7022,SCCPDH
7023,LYST
7024,MAP3K21
7025,CEP170
7026,ACP1
7027,SNAP47
7028,SRP9
7029,NVL
7030,SDE2
7031,DEGS1
7032,FBXO28
7033,ARF1
7034,CNIH4
7035,ITPKB
7036,GUK1
7037,CDC42BPA
7038,CNIH3
7039,C1orf35
7040,MBOAT2
7041,PARP1
7042,PSEN2
7043,PYCR2
7044,LBR
7045,WNT9A
7046,EPHX1
7047,SOX13
7048,ETNK2
7049,PPFIA4
7050,PLEKHA6
7051,SYT2
7052,ARL8A
7053,OSR1
7054,GDF7
7055,PDIA6
7056,RHOB
7057,ATP6V1C2
7058,HNRNPLL
7059,GALM
7060,CAMKMT
7061,EML4
7062,CALM2
7063,CHAC2
7064,RPS27A
7065,WDPCP
7066,VPS54
7067,ASXL2
7068,ETAA1
7069,SNRPG
7070,ABHD1
7071,MEIS1
7072,CIAO1
7073,ZNF514
7074,SNRNP200
7075,MRPS5
7076,TPRKB
7077,EXOC6B
7078,SFXN5
7079,TEX261
7080,DQX1
7081,DUSP11
7082,NPHP1
7083,MALL
7084,RALB
7085,C1QL2
7086,TMEM177
7087,RABL2A
7088,SLC20A1
7089,ZC3H8
7090,LIPT1
7091,FAHD2B
7092,LYG1
7093,AFF3
7094,UBXN4
7095,SPOPL
7096,POLR2D
7097,AMMECR1L
7098,GALNT13
7099,PKP4
7100,SCRN3
7101,LNPK
7102,ZNF385B
7103,TMEFF2
7104,CDCA7
7105,DLX1
7106,UBR3
7107,PHOSPHO2
7108,GULP1
7109,FAM171B
7110,HSPD1
7111,CCDC150
7112,METTL21A
7113,CPO
7114,NBEAL1
7115,KANSL1L
7116,SPAG16
7117,SUMF1
7118,RHBDD1
7119,HES6
7120,ANKMY1
7121,COPS7B
7122,DIS3L2
7123,CPNE9
7124,FANCD2
7125,TAMM41
7126,VGLL4
7127,RAB5A
7128,RETREG2
7129,CTDSP1
7130,CNOT9
7131,STK11IP
7132,GMPPA
7133,GRIP2
7134,EAF1
7135,CNTN4
7136,DYNC1LI1
7137,RBMS3
7138,GADL1
7139,OSBPL10
7140,POMGNT2
7141,ACKR2
7142,FAM198A
7143,CSRNP1
7144,SLC25A38
7145,ITGA9
7146,GOLGA4
7147,CTDSPL
7148,STAC
7149,IQSEC1
7150,CAND2
7151,RPL32
7152,PTPRG
7153,IL17RD
7154,SHQ1
7155,SLC25A26
7156,UBA3
7157,ARL6IP5
7158,TMF1
7159,LRIG1
7160,AC073896.1
7161,LIMD1
7162,NFKBIZ
7163,COL8A1
7164,NXPE3
7165,PHLDB2
7166,ABHD10
7167,PLA1A
7168,RABL3
7169,ADPRH
7170,IGSF11
7171,ATG3
7172,BOC
7173,SRPRB
7174,TMEM108
7175,MED12L
7176,EIF2A
7177,ALDH1L1
7178,OSBPL11
7179,TRPC1
7180,NCEH1
7181,LPP
7182,TMEM44
7183,RUBCN
7184,AMT
7185,TCTA
7186,NICN1
7187,UCN2
7188,DCAF1
7189,MANF
7190,STXBP5L
7191,EAF2
7192,TM4SF19
7193,SLIT2
7194,EIF2B5
7195,VWA5B2
7196,DGKQ
7197,FIP1L1
7198,SLC26A1
7199,LYAR
7200,CENPC
7201,EPHA5
7202,ATP10D
7203,OCIAD2
7204,SLC10A4
7205,SCD5
7206,PLAC8
7207,ENOPH1
7208,TRMT10A
7209,KLHL8
7210,SNCA
7211,PYURF
7212,TBCK
7213,CAMK2D
7214,CISD2
7215,DDIT4L
7216,ANK2
7217,TIFA
7218,SPATA5
7219,CCNA2
7220,METTL14
7221,USP53
7222,SETD7
7223,NAF1
7224,MARCH1
7225,RPS3A
7226,PDGFC
7227,CBR4
7228,CYP4V2
7229,NDUFS6
7230,MARCH6
7231,NKD2
7232,ADAMTS16
7233,SRD5A1
7234,MYO10
7235,FAM105A
7236,RPL37
7237,SKP2
7238,OSMR
7239,PLK2
7240,SHISAL2B
7241,PIK3R1
7242,LHFPL2
7243,SSBP2
7244,ANKRD31
7245,IQGAP2
7246,RASA1
7247,LIX1
7248,GIN1
7249,PPIP5K2
7250,PAM
7251,GTF2H2
7252,SLC30A5
7253,BTF3
7254,FBXL17
7255,SPATA9
7256,TSLP
7257,TNFAIP8
7258,FEM1C
7259,COMMD10
7260,ATG12
7261,MEGF10
7262,ADAMTS19
7263,YIPF5
7264,ARHGAP26
7265,CXCL14
7266,LECT2
7267,SLC25A48
7268,DDX46
7269,RNF145
7270,C1QTNF2
7271,GABRB2
7272,FBXO38
7273,PCYOX1L
7274,TNIP1
7275,G3BP1
7276,ZNF300
7277,N4BP3
7278,NHP2
7279,RMND5B
7280,BOD1
7281,FAM50B
7282,MYLK4
7283,TBC1D7
7284,FARS2
7285,GFOD1
7286,CDKAL1
7287,LRRTM2
7288,ZMAT2
7289,GFRA3
7290,KLHL3
7291,DCDC2
7292,SLC17A4
7293,KAAG1
7294,TRIM7
7295,TRIM41
7296,HIGD2A
7297,FAM193B
7298,PLA2G7
7299,TNFRSF21
7300,RNF44
7301,MUT
7302,RASGEF1C
7303,DOK3
7304,ABT1
7305,PPP1R18
7306,DAAM2
7307,PRIM2
7308,MLIP
7309,HMGCLL1
7310,SCUBE3
7311,CRIP3
7312,RPL7L1
7313,NFKBIE
7314,CYP39A1
7315,TPBG
7316,IRAK1BP1
7317,PHIP
7318,PRSS35
7319,MMS22L
7320,FAXC
7321,PNRC1
7322,PM20D2
7323,RARS2
7324,TBC1D32
7325,RNF217
7326,ARHGAP18
7327,ABRACL
7328,SLC18B1
7329,MTFR2
7330,SLC2A12
7331,SHPRH
7332,AIG1
7333,DYNLT1
7334,TIAM2
7335,TMEM181
7336,WTAP
7337,ZMYM4
7338,ARMT1
7339,VWDE
7340,GNA12
7341,C7orf50
7342,SDK1
7343,CCZ1B
7344,C7orf26
7345,RBAK
7346,CREB5
7347,EGFR
7348,CDCA5
7349,IGFBP3
7350,PURB
7351,SSC4D
7352,MDH2
7353,POMZP3
7354,NIPSNAP2
7355,CCT6A
7356,PSPH
7357,TRIM50
7358,ZNF92
7359,ATXN7L1
7360,TMEM168
7361,C7orf43
7362,SLC12A9
7363,GIGYF1
7364,TRIM4
7365,MEPCE
7366,TMEM209
7367,AGBL3
7368,ZC3HAV1L
7369,TMEM140
7370,TLK2
7371,NOM1
7372,CNPY1
7373,NCAPG2
7374,SHROOM2
7375,RAB19
7376,LUC7L2
7377,DENND2A
7378,CLTRN
7379,SH3KBP1
7380,TMEM47
7381,LANCL3
7382,SYTL5
7383,CASK
7384,KDM6A
7385,SPIN2A
7386,MSN
7387,CCNB3
7388,HDAC8
7389,SLC16A2
7390,CXorf36
7391,ZNF157
7392,ZNF182
7393,CHST7
7394,KRBOX4
7395,NDUFB11
7396,ZNF41
7397,RAB41
7398,ZMYM3
7399,TAF1
7400,NONO
7401,CCDC120
7402,EBP
7403,OGT
7404,SNX12
7405,ITGB1BP2
7406,IL2RG
7407,GCNA
7408,ZNF711
7409,DIAPH2
7410,RIPPLY1
7411,PRPS1
7412,CXorf57
7413,FRMPD3
7414,DOCK11
7415,IGSF1
7416,GPC3
7417,RBMX
7418,MCPH1
7419,MFHAS1
7420,FBXO25
7421,NSDHL
7422,ZNF185
7423,CETN2
7424,RPL10
7425,CSGALNACT1
7426,ATP6V1B2
7427,CCDC25
7428,HMBOX1
7429,GNRH1
7430,BIN3
7431,SLC25A37
7432,CHMP7
7433,DOCK5
7434,PLPBP
7435,ERLIN2
7436,RGS20
7437,TACC1
7438,GOLGA7
7439,PLPP5
7440,GINS4
7441,NSD3
7442,MRPS28
7443,LACTB2
7444,PRDM14
7445,TERF1
7446,RPL7
7447,SLC26A7
7448,SYBU
7449,MTDH
7450,LRP12
7451,EBAG9
7452,RSPO2
7453,POLR2K
7454,MAL2
7455,EIF3H
7456,UTP23
7457,NDUFB9
7458,TATDN1
7459,ZNF7
7460,ARHGAP39
7461,SLC39A4
7462,NAPRT
7463,VLDLR
7464,AK3
7465,UHRF2
7466,NFIB
7467,PLIN2
7468,HAUS6
7469,CDKN2B
7470,CDKN2A
7471,C9orf72
7472,ZCCHC7
7473,FBXO10
7474,SIGMAR1
7475,CBWD5
7476,CEP78
7477,NTRK2
7478,IDNK
7479,SHC3
7480,AUH
7481,MFSD14B
7482,C9orf3
7483,ZNF462
7484,INIP
7485,UGCG
7486,SNX30
7487,STOM
7488,GSN
7489,MRRF
7490,NR6A1
7491,ALAD
7492,ASTN2
7493,WDR31
7494,POLE3
7495,SURF4
7496,GBGT1
7497,SURF1
7498,SURF2
7499,SURF6
7500,MED22
7501,REXO4
7502,RPL7A
7503,GTF3C5
7504,ASB6
7505,PTGES2
7506,NTMT1
7507,CIZ1
7508,SLC25A25
7509,SH3GLB2
7510,MIGA2
7511,PTGES
7512,LRSAM1
7513,GPR107
7514,PAXX
7515,IDI2
7516,INPP5E
7517,SEC16A
7518,DPH7
7519,NOTCH1
7520,CACNA1B
7521,NACC2
7522,PROSER2
7523,USP6NL
7524,COMMD3
7525,MSRB2
7526,PDSS1
7527,FAM171A1
7528,MINDY3
7529,TMEM236
7530,RSU1
7531,ST8SIA6
7532,PARD3
7533,ZEB1
7534,FAM13C
7535,NRBF2
7536,A1CF
7537,CDHR1
7538,POLR3A
7539,HERC4
7540,LRMDA
7541,CAMK2G
7542,GLUD1
7543,ANKRD1
7544,HTR7
7545,RPP30
7546,FRA10AC1
7547,ADD3
7548,VAX1
7549,DNAJB12
7550,EIF4EBP2
7551,NPFFR1
7552,TCF7L2
7553,MKI67
7554,INA
7555,FUOM
7556,LRRC27
7557,MTG1
7558,PAOX
7559,GSTO1
7560,TAF5
7561,PPRC1
7562,ITPRIP
7563,CNNM2
7564,PDCD11
7565,ADAM12
7566,RGS10
7567,BTBD10
7568,ADM
7569,GAS2
7570,LIN7C
7571,IMMP1L
7572,PGAP2
7573,TUT1
7574,ZNF214
7575,ZNF215
7576,HSD17B12
7577,APIP
7578,PAMR1
7579,DGKZ
7580,EIF3M
7581,TNKS1BP1
7582,GLYAT
7583,SERPING1
7584,SSRP1
7585,SLC43A1
7586,PTPRJ
7587,C11orf49
7588,ARFGAP2
7589,CELF1
7590,HIKESHI
7591,CCDC81
7592,SESN3
7593,ENDOD1
7594,CCDC82
7595,TENM4
7596,SERPINH1
7597,CAPN5
7598,INTS4
7599,PAK1
7600,RPS3
7601,ZC3H12C
7602,TTC12
7603,NCAM1
7604,DRD2
7605,C11orf52
7606,HTR3B
7607,NPAT
7608,ATM
7609,AASDHPPT
7610,GLB1L2
7611,SLX4IP
7612,LAMTOR1
7613,P4HA3
7614,GRIK4
7615,ST14
7616,HYOU1
7617,KAT14
7618,TKFC
7619,MTA2
7620,TMEM138
7621,FADS1
7622,ROM1
7623,EML3
7624,INCENP
7625,CPSF7
7626,B3GAT3
7627,EI24
7628,CCDC15
7629,CHEK1
7630,FEZ1
7631,ESAM
7632,MPZL2
7633,SIDT2
7634,TMEM25
7635,TAGLN
7636,DUSP15
7637,COMMD7
7638,KIAA1755
7639,SPATA25
7640,DSN1
7641,SOGA1
7642,CNBD2
7643,LSM14B
7644,YTHDF1
7645,CABLES2
7646,ORAOV1
7647,GPHA2
7648,TRPT1
7649,NUDT22
7650,FERMT3
7651,PLCB3
7652,MRPL49
7653,CDC42EP2
7654,FAU
7655,TM7SF2
7656,VPS51
7657,TBX6
7658,PPP4C
7659,ALDOA
7660,FAM57B
7661,DOC2A
7662,HIRIP3
7663,TAOK2
7664,TMEM219
7665,HMGA2
7666,CLEC1A
7667,MKX
7668,MPP7
7669,ITGB1
7670,CTF1
7671,CWC15
7672,ARID5B
7673,CDH8
7674,DCUN1D2
7675,TMCO3
7676,TMEM218
7677,TIRAP
7678,EEF1AKMT1
7679,LATS2
7680,SAP18
7681,ADGRL3
7682,KIAA1328
7683,FAM124A
7684,CTAGE5
7685,HNMT
7686,LYPD1
7687,LYPD6B
7688,PDCD4
7689,ADRA2A
7690,GPM6A
7691,WDR17
7692,VEGFC
7693,CCDC102B
7694,FSIP1
7695,DLG2
7696,PRSS23
7697,MTMR12
7698,CCT5
7699,FAM173B
7700,DOCK1
7701,DIXDC1
7702,DLAT
7703,PIH1D2
7704,NKAPD1
7705,TIMM8B
7706,IL18
7707,PTS
7708,PIP4K2A
7709,C2orf50
7710,FREM2
7711,FOXO1
7712,CRIM1
7713,SEC24D
7714,ABCB9
7715,RILPL2
7716,DHX37
7717,UBC
7718,ITPR1
7719,PRSS53
7720,SLC7A11
7721,NOCT
7722,ENKUR
7723,DCP1B
7724,CACNA1C
7725,THRB
7726,NGLY1
7727,OXSM
7728,UEVLD
7729,TMEM86A
7730,C12orf45
7731,TMEM263
7732,BTBD11
7733,UBE3B
7734,ANK3
7735,IPMK
7736,RAD9B
7737,PLBD2
7738,DLG5
7739,MAT1A
7740,SLC2A13
7741,GXYLT1
7742,TWF1
7743,DIP2C
7744,EIF4E
7745,MAGI1
7746,TEX30
7747,CSNK1G3
7748,SRFBP1
7749,AKAP6
7750,NPAS3
7751,FAM177A1
7752,MBIP
7753,MIPOL1
7754,EXT2
7755,TMEM18
7756,ALLC
7757,KCTD14
7758,NDUFC2
7759,NUBPL
7760,NEK7
7761,FER
7762,VIPAS39
7763,ANKRD50
7764,UPF2
7765,CDC123
7766,SCLT1
7767,CCDC3
7768,C4orf33
7769,FRMD4A
7770,EPS8
7771,ACAD8
7772,THYN1
7773,VPS26B
7774,NCAPD3
7775,VTI1A
7776,QDPR
7777,FAM160B1
7778,TEX9
7779,QTRT2
7780,MMAA
7781,ZNF827
7782,EDNRA
7783,NR3C2
7784,AKR1C2
7785,DPYSL4
7786,ADAM8
7787,ITIH2
7788,KIN
7789,PIGF
7790,ANKAR
7791,INPP1
7792,MFSD6
7793,RNF144A
7794,ASAP2
7795,ADAM17
7796,FLI1
7797,TMEM45B
7798,WWC2
7799,CENPU
7800,ACSL1
7801,SLC25A4
7802,AMN1
7803,BICD1
7804,SAV1
7805,CCDC122
7806,SERP2
7807,NBAS
7808,GUF1
7809,GABRA2
7810,SACS
7811,CENPJ
7812,FBXO4
7813,TMEM267
7814,CCL28
7815,PARP8
7816,GFRA1
7817,CACUL1
7818,DST
7819,BEND6
7820,TIAL1
7821,BAG3
7822,KCNE4
7823,AP1S3
7824,RABGAP1L
7825,CCDC74B
7826,TMEM56
7827,MZT2B
7828,ASTN1
7829,FAM168B
7830,PTPN14
7831,MGAT5
7832,TMEM163
7833,GPATCH11
7834,HSPB8
7835,GEMIN6
7836,TMEM178A
7837,POU4F1
7838,RNF219
7839,CYSLTR2
7840,ARL11
7841,SETBP1
7842,ARL14EP
7843,EPG5
7844,PSTPIP2
7845,ATP5F1A
7846,HAUS1
7847,C18orf25
7848,SPC25
7849,PDK1
7850,PDE3B
7851,TCF7L1
7852,TGOLN2
7853,KCNK13
7854,UHMK1
7855,ATG10
7856,POC5
7857,SPOCK1
7858,FAM151B
7859,TADA1
7860,GUCY1A2
7861,CWF19L2
7862,JMY
7863,HOMER1
7864,XRCC4
7865,ZNF547
7866,ZNF773
7867,ZNF776
7868,ZNF256
7869,SUV39H2
7870,DCLRE1C
7871,OLAH
7872,RPP38
7873,NMT2
7874,ZNF837
7875,USP12
7876,CCDC50
7877,CAMK4
7878,TRIM36
7879,ZFP36L2
7880,PAN3
7881,PLEKHH2
7882,PFKM
7883,TMEM123
7884,GRIA4
7885,IGSF10
7886,SPEF2
7887,MBNL1
7888,NADK2
7889,GPD1L
7890,GJA1
7891,CCNO
7892,DDX4
7893,SLC30A6
7894,PELO
7895,RASGRP3
7896,SAR1B
7897,CATSPER3
7898,GPR180
7899,WDR78
7900,FARP1
7901,IFIT5
7902,PANK1
7903,PRDM8
7904,HNRNPDL
7905,HHEX
7906,UTRN
7907,PTPRK
7908,GGPS1
7909,ZNF117
7910,LMNTD1
7911,MARVELD2
7912,RAD17
7913,MED21
7914,PLOD2
7915,NRSN1
7916,JAKMIP1
7917,ADGRA3
7918,CPB1
7919,SREK1IP1
7920,LGI2
7921,CWC27
7922,MR1
7923,SRP19
7924,CENPH
7925,CDYL
7926,CARHSP1
7927,TEKT5
7928,TXNDC11
7929,DAB2
7930,ACMSD
7931,ACOXL
7932,BCL2L11
7933,ANAPC1
7934,CAST
7935,SCOC
7936,CLGN
7937,CETN3
7938,SMARCA5
7939,SYCP2L
7940,BMP6
7941,RASSF3
7942,HNRNPU
7943,RANBP2
7944,AHCTF1
7945,MERTK
7946,TMEM87B
7947,NR4A2
7948,RBMS1
7949,SCN3A
7950,SLC25A27
7951,FAM49B
7952,ASAP1
7953,TRAPPC8
7954,INO80C
7955,LPCAT1
7956,PLEKHG4B
7957,NMRAL1
7958,UBALD1
7959,C16orf89
7960,TMEM251
7961,ING1
7962,ADPRHL1
7963,CMTM7
7964,FBXL2
7965,UBP1
7966,RMND5A
7967,CD8A
7968,RPIA
7969,PTPRD
7970,LURAP1L
7971,CNKSR3
7972,GTF2E1
7973,CFDP1
7974,ZDHHC7
7975,FAM92B
7976,C7orf31
7977,JAZF1
7978,CMIP
7979,KCNJ16
7980,TRIP12
7981,FBXO36
7982,CEBPG
7983,KCTD15
7984,ZNF599
7985,MCOLN2
7986,DDAH1
7987,SREK1
7988,CHD1
7989,DGKE
7990,HS2ST1
7991,MSI2
7992,CACNA2D1
7993,ZUFSP
7994,HS3ST3A1
7995,GDPD1
7996,NUS1
7997,SEMA3D
7998,PPP2R5E
7999,GRAP
8000,AK5
8001,CABYR
